r,g,b,h,s,v,c,m,y,k,hex,name
255,119,255,0.8333,0.5333,1.0,0.0,0.5333,0.0,0.0,FF77FF,Fuchsia Pink
228,132,0,0.0965,1.0,0.8941,0.0,0.4211,1.0,0.1059,E48400,Fulvous
204,102,102,0.0,0.5,0.8,0.0,0.5,0.5,0.2,CC6666,Fuzzy Wuzzy
220,220,220,0.0,0.0,0.8627,0.0,0.0,0.0,0.1373,DCDCDC,Gainsboro
228,155,15,0.1095,0.9342,0.8941,0.0,0.3202,0.9342,0.1059,E49B0F,Gamboge
248,248,255,0.6667,0.0275,1.0,0.0275,0.0275,0.0,0.0,F8F8FF,Ghost White
176,101,0,0.0956,1.0,0.6902,0.0,0.4261,1.0,0.3098,B06500,Ginger
96,130,182,0.6008,0.4725,0.7137,0.4725,0.2857,0.0,0.2863,6082B6,Glaucous
230,232,250,0.65,0.08,0.9804,0.08,0.072,0.0,0.0196,E6E8FA,Glitter
255,215,0,0.1405,1.0,1.0,0.0,0.1569,1.0,0.0,FFD700,Gold
153,101,21,0.101,0.8627,0.6,0.0,0.3399,0.8627,0.4,996515,Golden Brown
252,194,0,0.1283,1.0,0.9882,0.0,0.2302,1.0,0.0118,FCC200,Golden Poppy
255,223,0,0.1458,1.0,1.0,0.0,0.1255,1.0,0.0,FFDF00,Golden Yellow
218,165,32,0.1192,0.8532,0.8549,0.0,0.2431,0.8532,0.1451,DAA520,Goldenrod
168,228,160,0.3137,0.2982,0.8941,0.2632,0.0,0.2982,0.1059,A8E4A0,Granny Smith Apple
128,128,128,0.0,0.0,0.502,0.0,0.0,0.0,0.498,808080,Gray
70,89,69,0.325,0.2247,0.349,0.2135,0.0,0.2247,0.651,465945,Gray Asparagus
0,255,0,0.3333,1.0,1.0,1.0,0.0,1.0,0.0,00FF00,Green
17,100,180,0.5818,0.9056,0.7059,0.9056,0.4444,0.0,0.2941,1164B4,Green Blue
173,255,47,0.2324,0.8157,1.0,0.3216,0.0,0.8157,0.0,ADFF2F,Green Yellow
169,154,134,0.0952,0.2071,0.6627,0.0,0.0888,0.2071,0.3373,A99A86,Grullo
0,255,127,0.4163,1.0,1.0,1.0,0.0,0.502,0.0,00FF7F,Guppie Green
102,56,84,0.8986,0.451,0.4,0.0,0.451,0.1765,0.6,663854,Halayà Úbe
68,108,207,0.6187,0.6715,0.8118,0.6715,0.4783,0.0,0.1882,446CCF,Han Blue
82,24,250,0.7094,0.904,0.9804,0.672,0.904,0.0,0.0196,5218FA,Han Purple
233,214,107,0.1415,0.5408,0.9137,0.0,0.0815,0.5408,0.0863,E9D66B,Hansa Yellow
63,255,0,0.2922,1.0,1.0,0.7529,0.0,1.0,0.0,3FFF00,Harlequin
201,0,22,0.9818,1.0,0.7882,0.0,1.0,0.8905,0.2118,C90016,Harvard Crimson
218,145,0,0.1109,1.0,0.8549,0.0,0.3349,1.0,0.1451,DA9100,Harvest Gold
128,128,0,0.1667,1.0,0.502,0.0,0.0,1.0,0.498,808000,Heart Gold
223,115,255,0.7952,0.549,1.0,0.1255,0.549,0.0,0.0,DF73FF,Heliotrope
244,0,161,0.89,1.0,0.9569,0.0,1.0,0.3402,0.0431,F400A1,Hollywood Cerise
240,255,240,0.3333,0.0588,1.0,0.0588,0.0,0.0588,0.0,F0FFF0,Honeydew
73,121,107,0.4514,0.3967,0.4745,0.3967,0.0,0.1157,0.5255,49796B,Hooker Green
255,29,206,0.8695,0.8863,1.0,0.0,0.8863,0.1922,0.0,FF1DCE,Hot Magenta
255,105,180,0.9167,0.5882,1.0,0.0,0.5882,0.2941,0.0,FF69B4,Hot Pink
53,94,59,0.3577,0.4362,0.3686,0.4362,0.0,0.3723,0.6314,355E3B,Hunter Green
252,247,94,0.1614,0.627,0.9882,0.0,0.0198,0.627,0.0118,FCF75E,Icterine
178,236,93,0.2343,0.6059,0.9255,0.2458,0.0,0.6059,0.0745,B2EC5D,Inchworm
19,136,8,0.319,0.9412,0.5333,0.8603,0.0,0.9412,0.4667,138808,India Green
205,92,92,0.0,0.5512,0.8039,0.0,0.5512,0.5512,0.1961,CD5C5C,Indian Red
227,168,87,0.0964,0.6167,0.8902,0.0,0.2599,0.6167,0.1098,E3A857,Indian Yellow
75,0,130,0.7628,1.0,0.5098,0.4231,1.0,0.0,0.4902,4B0082,Indigo
0,47,167,0.6198,1.0,0.6549,1.0,0.7186,0.0,0.3451,002FA7,International Klein Blue
255,79,0,0.0516,1.0,1.0,0.0,0.6902,1.0,0.0,FF4F00,International Orange
90,79,207,0.681,0.6184,0.8118,0.5652,0.6184,0.0,0.1882,5A4FCF,Iris
244,240,236,0.0833,0.0328,0.9569,0.0,0.0164,0.0328,0.0431,F4F0EC,Isabelline
0,144,0,0.3333,1.0,0.5647,1.0,0.0,1.0,0.4353,009000,Islamic Green
255,255,240,0.1667,0.0588,1.0,0.0,0.0,0.0588,0.0,FFFFF0,Ivory
0,168,107,0.4395,1.0,0.6588,1.0,0.0,0.3631,0.3412,00A86B,Jade
248,222,126,0.1311,0.4919,0.9725,0.0,0.1048,0.4919,0.0275,F8DE7E,Jasmine
215,59,62,0.9968,0.7256,0.8431,0.0,0.7256,0.7116,0.1569,D73B3E,Jasper
165,11,94,0.9102,0.9333,0.6471,0.0,0.9333,0.4303,0.3529,A50B5E,Jazzberry Jam
250,218,94,0.1325,0.624,0.9804,0.0,0.128,0.624,0.0196,FADA5E,Jonquil
189,218,87,0.2036,0.6009,0.8549,0.133,0.0,0.6009,0.1451,BDDA57,June Bud
41,171,135,0.4538,0.7602,0.6706,0.7602,0.0,0.2105,0.3294,29AB87,Jungle Green
232,0,13,0.9907,1.0,0.9098,0.0,1.0,0.944,0.0902,E8000D,Ku Crimson
76,187,23,0.2795,0.877,0.7333,0.5936,0.0,0.877,0.2667,4CBB17,Kelly Green
195,176,145,0.1033,0.2564,0.7647,0.0,0.0974,0.2564,0.2353,C3B091,Khaki
8,120,48,0.3929,0.9333,0.4706,0.9333,0.0,0.6,0.5294,087830,La Salle Green
214,202,221,0.7719,0.086,0.8667,0.0317,0.086,0.0,0.1333,D6CADD,Languid Lavender
38,97,156,0.5833,0.7564,0.6118,0.7564,0.3782,0.0,0.3882,26619C,Lapis Lazuli
254,254,34,0.1667,0.8661,0.9961,0.0,0.0,0.8661,0.0039,FEFE22,Laser Lemon
169,186,157,0.2644,0.1559,0.7294,0.0914,0.0,0.1559,0.2706,A9BA9D,Laurel Green
207,16,32,0.986,0.9227,0.8118,0.0,0.9227,0.8454,0.1882,CF1020,Lava
230,230,250,0.6667,0.08,0.9804,0.08,0.08,0.0,0.0196,E6E6FA,Lavender
204,204,255,0.6667,0.2,1.0,0.2,0.2,0.0,0.0,CCCCFF,Lavender Blue
255,240,245,0.9444,0.0588,1.0,0.0,0.0588,0.0392,0.0,FFF0F5,Lavender Blush
196,195,208,0.6795,0.0625,0.8157,0.0577,0.0625,0.0,0.1843,C4C3D0,Lavender Gray
148,87,235,0.7354,0.6298,0.9216,0.3702,0.6298,0.0,0.0784,9457EB,Lavender Indigo
238,130,238,0.8333,0.4538,0.9333,0.0,0.4538,0.0,0.0667,EE82EE,Lavender Magenta
230,230,250,0.6667,0.08,0.9804,0.08,0.08,0.0,0.0196,E6E6FA,Lavender Mist
251,174,210,0.9221,0.3068,0.9843,0.0,0.3068,0.1633,0.0157,FBAED2,Lavender Pink
150,123,182,0.7429,0.3242,0.7137,0.1758,0.3242,0.0,0.2863,967BB6,Lavender Purple
251,160,227,0.8773,0.3625,0.9843,0.0,0.3625,0.0956,0.0157,FBA0E3,Lavender Rose
124,252,0,0.2513,1.0,0.9882,0.5079,0.0,1.0,0.0118,7CFC00,Lawn Green
255,247,0,0.1614,1.0,1.0,0.0,0.0314,1.0,0.0,FFF700,Lemon
255,244,79,0.1563,0.6902,1.0,0.0,0.0431,0.6902,0.0,FFF44F,Lemon Yellow
255,250,205,0.15,0.1961,1.0,0.0,0.0196,0.1961,0.0,FFFACD,Lemon Chiffon
191,255,0,0.2085,1.0,1.0,0.251,0.0,1.0,0.0,BFFF00,Lemon Lime
245,105,145,0.9524,0.5714,0.9608,0.0,0.5714,0.4082,0.0392,F56991,Light Crimson
230,143,172,0.9444,0.3783,0.902,0.0,0.3783,0.2522,0.098,E68FAC,Light Thulian Pink
253,213,177,0.0789,0.3004,0.9922,0.0,0.1581,0.3004,0.0078,FDD5B1,Light Apricot
173,216,230,0.5409,0.2478,0.902,0.2478,0.0609,0.0,0.098,ADD8E6,Light Blue
181,101,29,0.0789,0.8398,0.7098,0.0,0.442,0.8398,0.2902,B5651D,Light Brown
230,103,113,0.9869,0.5522,0.902,0.0,0.5522,0.5087,0.098,E66771,Light Carmine Pink
240,128,128,0.0,0.4667,0.9412,0.0,0.4667,0.4667,0.0588,F08080,Light Coral
147,204,234,0.5575,0.3718,0.9176,0.3718,0.1282,0.0,0.0824,93CCEA,Light Cornflower Blue
224,255,255,0.5,0.1216,1.0,0.1216,0.0,0.0,0.0,E0FFFF,Light Cyan
249,132,239,0.8476,0.4699,0.9765,0.0,0.4699,0.0402,0.0235,F984EF,Light Fuchsia Pink
250,250,210,0.1667,0.16,0.9804,0.0,0.0,0.16,0.0196,FAFAD2,Light Goldenrod Yellow
211,211,211,0.0,0.0,0.8275,0.0,0.0,0.0,0.1725,D3D3D3,Light Gray
144,238,144,0.3333,0.395,0.9333,0.395,0.0,0.395,0.0667,90EE90,Light Green
240,230,140,0.15,0.4167,0.9412,0.0,0.0417,0.4167,0.0588,F0E68C,Light Khaki
177,156,217,0.724,0.2811,0.851,0.1843,0.2811,0.0,0.149,B19CD9,Light Pastel Purple
255,182,193,0.9749,0.2863,1.0,0.0,0.2863,0.2431,0.0,FFB6C1,Light Pink
255,160,122,0.0476,0.5216,1.0,0.0,0.3725,0.5216,0.0,FFA07A,Light Salmon
255,153,153,0.0,0.4,1.0,0.0,0.4,0.4,0.0,FF9999,Light Salmon Pink
32,178,170,0.4909,0.8202,0.698,0.8202,0.0,0.0449,0.302,20B2AA,Light Sea Green
135,206,250,0.5638,0.46,0.9804,0.46,0.176,0.0,0.0196,87CEFA,Light Sky Blue
119,136,153,0.5833,0.2222,0.6,0.2222,0.1111,0.0,0.4,778899,Light Slate Gray
179,139,109,0.0714,0.3911,0.702,0.0,0.2235,0.3911,0.298,B38B6D,Light Taupe
255,255,237,0.1667,0.0706,1.0,0.0,0.0,0.0706,0.0,FFFFED,Light Yellow
200,162,200,0.8333,0.19,0.7843,0.0,0.19,0.0,0.2157,C8A2C8,Lilac
191,255,0,0.2085,1.0,1.0,0.251,0.0,1.0,0.0,BFFF00,Lime
50,205,50,0.3333,0.7561,0.8039,0.7561,0.0,0.7561,0.1961,32CD32,Lime Green
25,89,5,0.2937,0.9438,0.349,0.7191,0.0,0.9438,0.651,195905,Lincoln Green
250,240,230,0.0833,0.08,0.9804,0.0,0.04,0.08,0.0196,FAF0E6,Linen
193,154,107,0.0911,0.4456,0.7569,0.0,0.2021,0.4456,0.2431,C19A6B,Lion
83,75,79,0.9167,0.0964,0.3255,0.0,0.0964,0.0482,0.6745,534B4F,Liver
230,32,32,0.0,0.8609,0.902,0.0,0.8609,0.8609,0.098,E62020,Lust
24,69,59,0.463,0.6522,0.2706,0.6522,0.0,0.1449,0.7294,18453B,Msu Green
255,189,136,0.0742,0.4667,1.0,0.0,0.2588,0.4667,0.0,FFBD88,Macaroni And Cheese
255,0,255,0.8333,1.0,1.0,0.0,1.0,0.0,0.0,FF00FF,Magenta
170,240,209,0.4262,0.2917,0.9412,0.2917,0.0,0.1292,0.0588,AAF0D1,Magic Mint
248,244,255,0.7273,0.0431,1.0,0.0275,0.0431,0.0,0.0,F8F4FF,Magnolia
192,64,0,0.0556,1.0,0.7529,0.0,0.6667,1.0,0.2471,C04000,Mahogany
251,236,93,0.1508,0.6295,0.9843,0.0,0.0598,0.6295,0.0157,FBEC5D,Maize
96,80,220,0.6857,0.6364,0.8627,0.5636,0.6364,0.0,0.1373,6050DC,Majorelle Blue
11,218,81,0.3897,0.9495,0.8549,0.9495,0.0,0.6284,0.1451,0BDA51,Malachite
151,154,170,0.6404,0.1118,0.6667,0.1118,0.0941,0.0,0.3333,979AAA,Manatee
255,130,67,0.0559,0.7373,1.0,0.0,0.4902,0.7373,0.0,FF8243,Mango Tango
116,195,101,0.3067,0.4821,0.7647,0.4051,0.0,0.4821,0.2353,74C365,Mantis
128,0,0,0.0,1.0,0.502,0.0,1.0,1.0,0.498,800000,Maroon
224,176,255,0.7679,0.3098,1.0,0.1216,0.3098,0.0,0.0,E0B0FF,Mauve
145,95,109,0.9533,0.3448,0.5686,0.0,0.3448,0.2483,0.4314,915F6D,Mauve Taupe
239,152,170,0.9655,0.364,0.9373,0.0,0.364,0.2887,0.0627,EF98AA,Mauvelous
115,194,251,0.5699,0.5418,0.9843,0.5418,0.2271,0.0,0.0157,73C2FB,Maya Blue
229,183,59,0.1216,0.7424,0.898,0.0,0.2009,0.7424,0.102,E5B73B,Meat Brown
0,103,165,0.5626,1.0,0.6471,1.0,0.3758,0.0,0.3529,0067A5,Medium Persian Blue
102,221,170,0.4286,0.5385,0.8667,0.5385,0.0,0.2308,0.1333,66DDAA,Medium Aquamarine
0,0,205,0.6667,1.0,0.8039,1.0,1.0,0.0,0.1961,0000CD,Medium Blue
226,6,44,0.9712,0.9735,0.8863,0.0,0.9735,0.8053,0.1137,E2062C,Medium Candy Apple Red
175,64,53,0.015,0.6971,0.6863,0.0,0.6343,0.6971,0.3137,AF4035,Medium Carmine
243,229,171,0.1343,0.2963,0.9529,0.0,0.0576,0.2963,0.0471,F3E5AB,Medium Champagne
3,80,150,0.5794,0.98,0.5882,0.98,0.4667,0.0,0.4118,035096,Medium Electric Blue
28,53,45,0.4467,0.4717,0.2078,0.4717,0.0,0.1509,0.7922,1C352D,Medium Jungle Green
221,160,221,0.8333,0.276,0.8667,0.0,0.276,0.0,0.1333,DDA0DD,Medium Lavender Magenta
186,85,211,0.8003,0.5972,0.8275,0.1185,0.5972,0.0,0.1725,BA55D3,Medium Orchid
147,112,219,0.7212,0.4886,0.8588,0.3288,0.4886,0.0,0.1412,9370DB,Medium Purple
187,51,133,0.8995,0.7273,0.7333,0.0,0.7273,0.2888,0.2667,BB3385,Medium Red Violet
60,179,113,0.4076,0.6648,0.702,0.6648,0.0,0.3687,0.298,3CB371,Medium Sea Green
123,104,238,0.6903,0.563,0.9333,0.4832,0.563,0.0,0.0667,7B68EE,Medium Slate Blue
201,220,135,0.2039,0.3864,0.8627,0.0864,0.0,0.3864,0.1373,C9DC87,Medium Spring Bud
0,250,154,0.436,1.0,0.9804,1.0,0.0,0.384,0.0196,00FA9A,Medium Spring Green
103,76,71,0.026,0.3107,0.4039,0.0,0.2621,0.3107,0.5961,674C47,Medium Taupe
0,84,180,0.5889,1.0,0.7059,1.0,0.5333,0.0,0.2941,0054B4,Medium Teal Blue
72,209,204,0.4939,0.6555,0.8196,0.6555,0.0,0.0239,0.1804,48D1CC,Medium Turquoise
199,21,133,0.8951,0.8945,0.7804,0.0,0.8945,0.3317,0.2196,C71585,Medium Violet Red
253,188,180,0.0183,0.2885,0.9922,0.0,0.2569,0.2885,0.0078,FDBCB4,Melon
25,25,112,0.6667,0.7768,0.4392,0.7768,0.7768,0.0,0.5608,191970,Midnight Blue
0,73,83,0.5201,1.0,0.3255,1.0,0.1205,0.0,0.6745,004953,Midnight Green
255,196,12,0.1262,0.9529,1.0,0.0,0.2314,0.9529,0.0,FFC40C,Mikado Yellow
62,180,137,0.4393,0.6556,0.7059,0.6556,0.0,0.2389,0.2941,3EB489,Mint
245,255,250,0.4167,0.0392,1.0,0.0392,0.0,0.0196,0.0,F5FFFA,Mint Cream
152,255,152,0.3333,0.4039,1.0,0.4039,0.0,0.4039,0.0,98FF98,Mint Green
255,228,225,0.0167,0.1176,1.0,0.0,0.1059,0.1176,0.0,FFE4E1,Misty Rose
250,235,215,0.0952,0.14,0.9804,0.0,0.06,0.14,0.0196,FAEBD7,Moccasin
150,113,23,0.1181,0.8467,0.5882,0.0,0.2467,0.8467,0.4118,967117,Mode Beige
115,169,194,0.5527,0.4072,0.7608,0.4072,0.1289,0.0,0.2392,73A9C2,Moonstone Blue
174,12,0,0.0115,1.0,0.6824,0.0,0.931,1.0,0.3176,AE0C00,Mordant Red 19
173,223,173,0.3333,0.2242,0.8745,0.2242,0.0,0.2242,0.1255,ADDFAD,Moss Green
48,186,143,0.4481,0.7419,0.7294,0.7419,0.0,0.2312,0.2706,30BA8F,Mountain Meadow
153,122,141,0.8978,0.2026,0.6,0.0,0.2026,0.0784,0.4,997A8D,Mountbatten Pink
197,75,140,0.9112,0.6193,0.7725,0.0,0.6193,0.2893,0.2275,C54B8C,Mulberry
242,243,244,0.5833,0.0082,0.9569,0.0082,0.0041,0.0,0.0431,F2F3F4,Munsell
255,219,88,0.1307,0.6549,1.0,0.0,0.1412,0.6549,0.0,FFDB58,Mustard
33,66,30,0.3194,0.5455,0.2588,0.5,0.0,0.5455,0.7412,21421E,Myrtle
246,173,198,0.9429,0.2967,0.9647,0.0,0.2967,0.1951,0.0353,F6ADC6,Nadeshiko Pink
42,128,0,0.2786,1.0,0.502,0.6719,0.0,1.0,0.498,2A8000,Napier Green
250,218,94,0.1325,0.624,0.9804,0.0,0.128,0.624,0.0196,FADA5E,Naples Yellow
255,222,173,0.0996,0.3216,1.0,0.0,0.1294,0.3216,0.0,FFDEAD,Navajo White
0,0,128,0.6667,1.0,0.502,1.0,1.0,0.0,0.498,000080,Navy Blue
255,163,67,0.0851,0.7373,1.0,0.0,0.3608,0.7373,0.0,FFA343,Neon Carrot
254,89,194,0.8939,0.6496,0.9961,0.0,0.6496,0.2362,0.0039,FE59C2,Neon Fuchsia
57,255,20,0.3071,0.9216,1.0,0.7765,0.0,0.9216,0.0,39FF14,Neon Green
164,221,237,0.5365,0.308,0.9294,0.308,0.0675,0.0,0.0706,A4DDED,Non-Photo Blue
5,144,51,0.3885,0.9653,0.5647,0.9653,0.0,0.6458,0.4353,059033,North Texas Green
0,119,190,0.5623,1.0,0.7451,1.0,0.3737,0.0,0.2549,0077BE,Ocean Boat Blue
204,119,34,0.0833,0.8333,0.8,0.0,0.4167,0.8333,0.2,CC7722,Ochre
0,128,0,0.3333,1.0,0.502,1.0,0.0,1.0,0.498,008000,Office Green
207,181,59,0.1374,0.715,0.8118,0.0,0.1256,0.715,0.1882,CFB53B,Old Gold
253,245,230,0.1087,0.0909,0.9922,0.0,0.0316,0.0909,0.0078,FDF5E6,Old Lace
121,104,120,0.8431,0.1405,0.4745,0.0,0.1405,0.0083,0.5255,796878,Old Lavender
103,49,71,0.9321,0.5243,0.4039,0.0,0.5243,0.3107,0.5961,673147,Old Mauve
192,128,129,0.9974,0.3333,0.7529,0.0,0.3333,0.3281,0.2471,C08081,Old Rose
128,128,0,0.1667,1.0,0.502,0.0,0.0,1.0,0.498,808000,Olive
107,142,35,0.2212,0.7535,0.5569,0.2465,0.0,0.7535,0.4431,6B8E23,Olive Drab
186,184,108,0.1624,0.4194,0.7294,0.0,0.0108,0.4194,0.2706,BAB86C,Olive Green
154,185,115,0.2405,0.3784,0.7255,0.1676,0.0,0.3784,0.2745,9AB973,Olivine
15,15,15,0.0,0.0,0.0588,0.0,0.0,0.0,0.9412,0F0F0F,Onyx
183,132,167,0.8856,0.2787,0.7176,0.0,0.2787,0.0874,0.2824,B784A7,Opera Mauve
255,165,0,0.1078,1.0,1.0,0.0,0.3529,1.0,0.0,FFA500,Orange
248,213,104,0.1262,0.5806,0.9725,0.0,0.1411,0.5806,0.0275,F8D568,Orange Yellow
255,159,0,0.1039,1.0,1.0,0.0,0.3765,1.0,0.0,FF9F00,Orange Peel
255,69,0,0.0451,1.0,1.0,0.0,0.7294,1.0,0.0,FF4500,Orange Red
218,112,214,0.8396,0.4862,0.8549,0.0,0.4862,0.0183,0.1451,DA70D6,Orchid
101,67,33,0.0833,0.6733,0.3961,0.0,0.3366,0.6733,0.6039,654321,Otter Brown
65,74,76,0.5303,0.1447,0.298,0.1447,0.0263,0.0,0.702,414A4C,Outer Space
255,110,74,0.0331,0.7098,1.0,0.0,0.5686,0.7098,0.0,FF6E4A,Outrageous Orange
0,33,71,0.5892,1.0,0.2784,1.0,0.5352,0.0,0.7216,002147,Oxford Blue
28,169,201,0.5308,0.8607,0.7882,0.8607,0.1592,0.0,0.2118,1CA9C9,Pacific Blue
0,102,0,0.3333,1.0,0.4,1.0,0.0,1.0,0.6,006600,Pakistan Green
39,59,226,0.6488,0.8274,0.8863,0.8274,0.7389,0.0,0.1137,273BE2,Palatinate Blue
104,40,96,0.8542,0.6154,0.4078,0.0,0.6154,0.0769,0.5922,682860,Palatinate Purple
188,212,230,0.5714,0.1826,0.902,0.1826,0.0783,0.0,0.098,BCD4E6,Pale Aqua
175,238,238,0.5,0.2647,0.9333,0.2647,0.0,0.0,0.0667,AFEEEE,Pale Blue
152,118,84,0.0833,0.4474,0.5961,0.0,0.2237,0.4474,0.4039,987654,Pale Brown
175,64,53,0.015,0.6971,0.6863,0.0,0.6343,0.6971,0.3137,AF4035,Pale Carmine
155,196,226,0.5704,0.3142,0.8863,0.3142,0.1327,0.0,0.1137,9BC4E2,Pale Cerulean
221,173,175,0.9931,0.2172,0.8667,0.0,0.2172,0.2081,0.1333,DDADAF,Pale Chestnut
218,138,103,0.0507,0.5275,0.8549,0.0,0.367,0.5275,0.1451,DA8A67,Pale Copper
171,205,239,0.5833,0.2845,0.9373,0.2845,0.1423,0.0,0.0627,ABCDEF,Pale Cornflower Blue
230,190,138,0.0942,0.4,0.902,0.0,0.1739,0.4,0.098,E6BE8A,Pale Gold
238,232,170,0.152,0.2857,0.9333,0.0,0.0252,0.2857,0.0667,EEE8AA,Pale Goldenrod
152,251,152,0.3333,0.3944,0.9843,0.3944,0.0,0.3944,0.0157,98FB98,Pale Green
220,208,255,0.7092,0.1843,1.0,0.1373,0.1843,0.0,0.0,DCD0FF,Pale Lavender
249,132,229,0.8618,0.4699,0.9765,0.0,0.4699,0.0803,0.0235,F984E5,Pale Magenta
250,218,221,0.9844,0.128,0.9804,0.0,0.128,0.116,0.0196,FADADD,Pale Pink
221,160,221,0.8333,0.276,0.8667,0.0,0.276,0.0,0.1333,DDA0DD,Pale Plum
219,112,147,0.9455,0.4886,0.8588,0.0,0.4886,0.3288,0.1412,DB7093,Pale Red Violet
150,222,209,0.4699,0.3243,0.8706,0.3243,0.0,0.0586,0.1294,96DED1,Pale Robin Egg Blue
201,192,187,0.0595,0.0697,0.7882,0.0,0.0448,0.0697,0.2118,C9C0BB,Pale Silver
236,235,189,0.1631,0.1992,0.9255,0.0,0.0042,0.1992,0.0745,ECEBBD,Pale Spring Bud
188,152,126,0.0699,0.3298,0.7373,0.0,0.1915,0.3298,0.2627,BC987E,Pale Taupe
219,112,147,0.9455,0.4886,0.8588,0.0,0.4886,0.3288,0.1412,DB7093,Pale Violet Red
120,24,74,0.9132,0.8,0.4706,0.0,0.8,0.3833,0.5294,78184A,Pansy Purple
255,239,213,0.1032,0.1647,1.0,0.0,0.0627,0.1647,0.0,FFEFD5,Papaya Whip
80,200,120,0.3889,0.6,0.7843,0.6,0.0,0.4,0.2157,50C878,Paris Green
174,198,207,0.5455,0.1594,0.8118,0.1594,0.0435,0.0,0.1882,AEC6CF,Pastel Blue
131,105,83,0.0764,0.3664,0.5137,0.0,0.1985,0.3664,0.4863,836953,Pastel Brown
207,207,196,0.1667,0.0531,0.8118,0.0,0.0,0.0531,0.1882,CFCFC4,Pastel Gray
119,221,119,0.3333,0.4615,0.8667,0.4615,0.0,0.4615,0.1333,77DD77,Pastel Green
244,154,194,0.9259,0.3689,0.9569,0.0,0.3689,0.2049,0.0431,F49AC2,Pastel Magenta
255,179,71,0.0978,0.7216,1.0,0.0,0.298,0.7216,0.0,FFB347,Pastel Orange
255,209,220,0.9601,0.1804,1.0,0.0,0.1804,0.1373,0.0,FFD1DC,Pastel Pink
179,158,181,0.8188,0.1271,0.7098,0.011,0.1271,0.0,0.2902,B39EB5,Pastel Purple
255,105,97,0.0084,0.6196,1.0,0.0,0.5882,0.6196,0.0,FF6961,Pastel Red
203,153,201,0.84,0.2463,0.7961,0.0,0.2463,0.0099,0.2039,CB99C9,Pastel Violet
253,253,150,0.1667,0.4071,0.9922,0.0,0.0,0.4071,0.0078,FDFD96,Pastel Yellow
128,0,128,0.8333,1.0,0.502,0.0,1.0,0.0,0.498,800080,Patriarch
83,104,120,0.5721,0.3083,0.4706,0.3083,0.1333,0.0,0.5294,536878,Payne Grey
255,229,180,0.1089,0.2941,1.0,0.0,0.102,0.2941,0.0,FFE5B4,Peach
255,218,185,0.0786,0.2745,1.0,0.0,0.1451,0.2745,0.0,FFDAB9,Peach Puff
250,223,173,0.1082,0.308,0.9804,0.0,0.108,0.308,0.0196,FADFAD,Peach Yellow
209,226,49,0.1827,0.7832,0.8863,0.0752,0.0,0.7832,0.1137,D1E231,Pear
234,224,200,0.1176,0.1453,0.9176,0.0,0.0427,0.1453,0.0824,EAE0C8,Pearl
136,216,192,0.45,0.3704,0.8471,0.3704,0.0,0.1111,0.1529,88D8C0,Pearl Aqua
230,226,0,0.1638,1.0,0.902,0.0,0.0174,1.0,0.098,E6E200,Peridot
204,204,255,0.6667,0.2,1.0,0.2,0.2,0.0,0.0,CCCCFF,Periwinkle
28,57,187,0.6363,0.8503,0.7333,0.8503,0.6952,0.0,0.2667,1C39BB,Persian Blue
50,18,122,0.7179,0.8525,0.4784,0.5902,0.8525,0.0,0.5216,32127A,Persian Indigo
217,144,88,0.0724,0.5945,0.851,0.0,0.3364,0.5945,0.149,D99058,Persian Orange
247,127,190,0.9125,0.4858,0.9686,0.0,0.4858,0.2308,0.0314,F77FBE,Persian Pink
112,28,28,0.0,0.75,0.4392,0.0,0.75,0.75,0.5608,701C1C,Persian Plum
204,51,51,0.0,0.75,0.8,0.0,0.75,0.75,0.2,CC3333,Persian Red
254,40,162,0.905,0.8425,0.9961,0.0,0.8425,0.3622,0.0039,FE28A2,Persian Rose
223,0,255,0.8124,1.0,1.0,0.1255,1.0,0.0,0.0,DF00FF,Phlox
0,15,137,0.6484,1.0,0.5373,1.0,0.8905,0.0,0.4627,000F89,Phthalo Blue
18,53,36,0.419,0.6604,0.2078,0.6604,0.0,0.3208,0.7922,123524,Phthalo Green
253,221,230,0.9531,0.1265,0.9922,0.0,0.1265,0.0909,0.0078,FDDDE6,Piggy Pink
1,121,111,0.4861,0.9917,0.4745,0.9917,0.0,0.0826,0.5255,01796F,Pine Green
255,192,203,0.9709,0.2471,1.0,0.0,0.2471,0.2039,0.0,FFC0CB,Pink
252,116,253,0.8321,0.5415,0.9922,0.004,0.5415,0.0,0.0078,FC74FD,Pink Flamingo
247,143,167,0.9615,0.4211,0.9686,0.0,0.4211,0.3239,0.0314,F78FA7,Pink Sherbet
231,172,207,0.9011,0.2554,0.9059,0.0,0.2554,0.1039,0.0941,E7ACCF,Pink Pearl
147,197,114,0.2671,0.4213,0.7725,0.2538,0.0,0.4213,0.2275,93C572,Pistachio
229,228,226,0.1111,0.0131,0.898,0.0,0.0044,0.0131,0.102,E5E4E2,Platinum
221,160,221,0.8333,0.276,0.8667,0.0,0.276,0.0,0.1333,DDA0DD,Plum
255,90,54,0.0299,0.7882,1.0,0.0,0.6471,0.7882,0.0,FF5A36,Portland Orange
176,224,230,0.5185,0.2348,0.902,0.2348,0.0261,0.0,0.098,B0E0E6,Powder Blue
255,143,0,0.0935,1.0,1.0,0.0,0.4392,1.0,0.0,FF8F00,Princeton Orange
0,49,83,0.5683,1.0,0.3255,1.0,0.4096,0.0,0.6745,003153,Prussian Blue
